target_bias,human_bias,n,mean_delta,std_delta,t_stat,p_value,cohens_d,significant_05,p_bonferroni,significant_bonferroni
Anchoring,Anchoring,68,-0.025735294117647054,0.49229592137172123,-0.4310794842977176,0.6677943761670572,-0.052276065976055205,False,1.0,False
Anchoring,Availability Heuristic,70,0.029965986394557817,0.4536014723456537,0.5527174072505129,0.5822431578183287,0.06606236565665455,False,1.0,False
Anchoring,Bandwagon Effect,71,0.04869215291750503,0.47780284658981304,0.8586959583636165,0.3934392079162353,0.1019084611218277,False,1.0,False
Anchoring,Confirmation Bias,68,0.05154061624649858,0.5071934508509519,0.8379737728758191,0.4050249122276348,0.1016192461838895,False,1.0,False
Anchoring,Framing Effect,21,-0.004761904761904766,0.3696147715731602,-0.05903927738255972,0.9535067576940461,-0.012883426516623362,False,1.0,False
Anchoring,In Group Bias,69,-0.04321946169772257,0.5081944598196861,-0.7064378702753993,0.4823294735668665,-0.08504512549785029,False,1.0,False
Anchoring,Loss Aversion,65,-0.04542124542124543,0.5236670036923737,-0.6992951346041415,0.4869014160036481,-0.08673688625451584,False,1.0,False
Anchoring,Planning Fallacy,47,0.06828774062816616,0.4710724197857279,0.9938114470837132,0.32551385484749606,0.14496229797164784,False,1.0,False
Anchoring,Status Quo Bias,67,-0.04676616915422886,0.513551949270124,-0.7453921513889041,0.4586810721147354,-0.0910641447854112,False,1.0,False
Availability Heuristic,Anchoring,70,0.008854875078617822,0.2717564755319794,0.27261613559454995,0.7859625076657174,0.032583860342978097,False,1.0,False
Availability Heuristic,Availability Heuristic,70,-0.0562471654599335,0.2595737497340755,-1.812962789742246,0.07418719124758727,-0.21669049856106912,False,1.0,False
Availability Heuristic,Bandwagon Effect,70,-0.03024376425057375,0.233020391594636,-1.085902758433002,0.28130124713424004,-0.12979020382643516,False,1.0,False
Availability Heuristic,Confirmation Bias,58,0.03579638711413326,0.29489465624838185,0.9244560947258784,0.3591461422210067,0.1213870317222564,False,1.0,False
Availability Heuristic,Framing Effect,3,-0.13227513197446883,0.5035358300640458,-0.4549969147747003,0.693729546410834,-0.2626925907039265,False,1.0,False
Availability Heuristic,In Group Bias,70,0.02727324239738571,0.27417071976037316,0.8322709196594897,0.4081273550908626,0.09947540102658403,False,1.0,False
Availability Heuristic,Loss Aversion,64,-0.0394159225952246,0.30409883167426877,-1.0369240125840253,0.3037349539798149,-0.12961550114677492,False,1.0,False
Availability Heuristic,Planning Fallacy,36,-0.06203703697873311,0.2766988435340188,-1.345225072567518,0.18720430329603868,-0.2242041779509706,False,1.0,False
Availability Heuristic,Status Quo Bias,70,-0.0020294784606706023,0.2490613162282892,-0.06817532037767889,0.945843250823277,-0.008148509303877107,False,1.0,False
Bandwagon Effect,Anchoring,63,0.051322751322751325,0.17616233520533353,2.3124222855244057,0.024088506744583335,0.29133782185387175,True,1.0,False
Bandwagon Effect,Availability Heuristic,67,-0.07935323383084578,0.2655451408333279,-2.4460406635798417,0.01711676267959998,-0.29883142761712667,True,1.0,False
Bandwagon Effect,Bandwagon Effect,67,-0.006965174129353239,0.25022126998712074,-0.22784796579927175,0.8204688346328289,-0.02783605926816568,False,1.0,False
Bandwagon Effect,Confirmation Bias,67,0.03333333333333332,0.20597146021777496,1.3246742636444264,0.18984773082130627,0.161834717956823,False,1.0,False
Bandwagon Effect,Framing Effect,23,0.11304347826086956,0.27186953392806057,1.9941089710031632,0.05867981611365068,0.415800462125269,False,1.0,False
Bandwagon Effect,In Group Bias,67,-0.056218905472636825,0.2567741448342288,-1.7921258156235544,0.07769632823192239,-0.2189430142586523,False,1.0,False
Bandwagon Effect,Loss Aversion,54,-0.03456790123456791,0.19905046745444974,-1.276164591620353,0.20746154211342863,-0.17366400342071214,False,1.0,False
Bandwagon Effect,Planning Fallacy,59,0.037570621468926556,0.2309938800241491,1.2493206283675409,0.2165662255710268,0.16264769136892746,False,1.0,False
Bandwagon Effect,Status Quo Bias,67,0.03930348258706468,0.29070478465739896,1.1066652051063253,0.27245603872601376,0.13520067273121733,False,1.0,False
Confirmation Bias,Anchoring,69,-0.024637681134782614,0.18343599370371652,-1.1156804393128508,0.26848617263216296,-0.1343121407255816,False,1.0,False
Confirmation Bias,Availability Heuristic,69,-0.008695652165217392,0.1314390155136868,-0.5495439196416423,0.5844325871132383,-0.06615731307082558,False,1.0,False
Confirmation Bias,Bandwagon Effect,69,-0.02463768113478261,0.18423593957895543,-1.1108361946581287,0.2705513174670101,-0.13372896220661126,False,1.0,False
Confirmation Bias,Confirmation Bias,68,0.01911764703970588,0.194903231011456,0.8088534771735106,0.42146243465514255,0.09808789132127979,False,1.0,False
Confirmation Bias,Framing Effect,10,-0.0999999999,0.3162277657006102,-0.9999999999999997,0.34343639613791366,-0.3162277650168379,False,1.0,False
Confirmation Bias,In Group Bias,69,-0.014492753608695655,0.196495294103424,-0.6126653236897318,0.5421412124860767,-0.07375623727309852,False,1.0,False
Confirmation Bias,Loss Aversion,63,0.004761904757142854,0.1946283233654261,0.1941980828358738,0.8466556815941964,0.024466658553778112,False,1.0,False
Confirmation Bias,Planning Fallacy,20,0.0,0.0,,,0.0,False,,
Confirmation Bias,Status Quo Bias,69,-0.026086956495652177,0.173757922974447,-1.247105925463654,0.2166369676959202,-0.15013390986121905,False,1.0,False
Framing Effect,Anchoring,67,-0.05671641772114427,0.26841377890069873,-1.7295829182308626,0.08837939888453443,-0.21130218330119577,False,1.0,False
Framing Effect,Availability Heuristic,70,0.02904761899785715,0.2205009244181143,1.1021714192642351,0.2742167950246422,0.13173468067209693,False,1.0,False
Framing Effect,Bandwagon Effect,70,-0.004761904728174607,0.20452101924542734,-0.19480126546046364,0.8461209781428095,-0.02328320444744639,False,1.0,False
Framing Effect,Confirmation Bias,60,0.06333333301916669,0.2659028599364681,1.8449515293039538,0.07006551981246704,0.23818221735605488,False,1.0,False
Framing Effect,Framing Effect,5,0.009999999955,0.15968719386037192,0.14002800809391566,0.8954058047160391,0.06262242857822037,False,1.0,False
Framing Effect,In Group Bias,70,0.05928571396535715,0.20255286340215697,2.448841560973909,0.016876404400034503,0.29269254789529314,True,1.0,False
Framing Effect,Loss Aversion,52,0.03333333332489316,0.16803360961229008,1.4304881358240422,0.15867563246402874,0.19837301122930903,False,1.0,False
Framing Effect,Planning Fallacy,49,0.03299319694903629,0.2245234086590453,1.0286338516888083,0.3088074497934819,0.14694769244391395,False,1.0,False
Framing Effect,Status Quo Bias,70,0.03357142848583334,0.233789974455373,1.201414744715911,0.23369796686951314,0.14359652684185178,False,1.0,False
In Group Bias,Anchoring,28,0.22261904686230155,0.5431999035710349,2.1686109707744463,0.03909011512093788,0.4098289506109245,True,1.0,False
In Group Bias,Availability Heuristic,67,0.11616915385451908,0.5292534123963785,1.7966544631308103,0.07696643007523496,0.2194962770462389,False,1.0,False
In Group Bias,Bandwagon Effect,67,-0.016417910438971818,0.5288120565826199,-0.25412882903700484,0.800186103744352,-0.031046777779658963,False,1.0,False
In Group Bias,Confirmation Bias,38,-0.19210526279269008,0.4465035458228245,-2.6521992559342378,0.011707722055596682,-0.4302435314560193,True,0.9249100423921379,False
In Group Bias,Framing Effect,4,0.33333333277777777,0.40824828978344924,1.6329931618554518,0.20097622619892203,0.8164965789277259,False,1.0,False
In Group Bias,In Group Bias,67,0.161940297850456,0.4396950064842619,3.014677097397343,0.0036482752805673687,0.36830142506508295,True,0.2882137471648221,False
In Group Bias,Loss Aversion,67,-0.11492537283565507,0.47227094920298623,-1.9918750469118542,0.050524986002411704,-0.24334626719314226,False,1.0,False
In Group Bias,Planning Fallacy,57,0.09064327457212472,0.47779064728196696,1.4323045450625296,0.15761525958472228,0.18971337111360081,False,1.0,False
In Group Bias,Status Quo Bias,67,0.1796019899749585,0.46634026052005945,3.152431327365736,0.0024359005644247348,0.3851307828098239,True,0.19243614458955405,False
Loss Aversion,Anchoring,67,-0.0024875621890547194,0.4020805919867115,-0.050640529449024176,0.9597649164442038,-0.006186725329309618,False,1.0,False
Loss Aversion,Availability Heuristic,69,0.026086956521739146,0.3914160468595155,0.5536168925444165,0.5816569182469635,0.06664764172137906,False,1.0,False
Loss Aversion,Bandwagon Effect,69,0.06859903381642513,0.346840739571498,1.6429049597132936,0.10501922321070772,0.19778251454368598,False,1.0,False
Loss Aversion,Confirmation Bias,68,-0.04191176470588234,0.4162185913832916,-0.8303647958831868,0.409281698697872,-0.10069652214691603,False,1.0,False
Loss Aversion,Framing Effect,28,-0.04345238095238095,0.30595392501617674,-0.7515131166731164,0.45884493116580616,-0.142022629087242,False,1.0,False
Loss Aversion,In Group Bias,69,0.05821256038647344,0.43576451475949346,1.1096586042457357,0.2710550121891913,0.1335871973995286,False,1.0,False
Loss Aversion,Loss Aversion,61,0.0038251366120218644,0.41503450818847537,0.07198262167341396,0.9428551511255092,0.009216430266247556,False,1.0,False
Loss Aversion,Planning Fallacy,22,-0.1068181818181818,0.25011421152569246,-2.003171592607476,0.05823365091545699,-0.4270776168195924,False,1.0,False
Loss Aversion,Status Quo Bias,69,0.06086956521739129,0.36404842930627207,1.388882748165505,0.16940061619052618,0.1672018340147272,False,1.0,False
Planning Fallacy,Anchoring,67,0.0024112289037662234,0.15803441600991033,0.12488899373554259,0.9009910503752099,0.015257618874343145,False,1.0,False
Planning Fallacy,Availability Heuristic,69,-0.002028567245958548,0.1471177423041934,-0.11453781732166356,0.9091489986570571,-0.013788732755124626,False,1.0,False
Planning Fallacy,Bandwagon Effect,69,-0.03390896543070455,0.15813411725778284,-1.7812033626772066,0.07934507233501611,-0.21443168497912474,False,1.0,False
Planning Fallacy,Confirmation Bias,66,0.005866019502383139,0.13274042619790571,0.3590147258428497,0.7207476670795913,0.0441916575546149,False,1.0,False
Planning Fallacy,Framing Effect,25,0.0122943722943723,0.14793177661916423,0.4155419672280063,0.6814370826673128,0.0831083928837991,False,1.0,False
Planning Fallacy,In Group Bias,69,-0.04729686577512664,0.16754575900509205,-2.344895366029289,0.02195882474225967,-0.28229222735143633,True,1.0,False
Planning Fallacy,Loss Aversion,43,-0.0034481022853115866,0.17123235485061375,-0.13204700000278558,0.8955776852037023,-0.020136978599533926,False,1.0,False
Planning Fallacy,Planning Fallacy,46,-0.04877869714826235,0.21008947718690382,-1.5747253248296893,0.12232505443863594,-0.23218058119439428,False,1.0,False
Planning Fallacy,Status Quo Bias,69,-0.037424974381496126,0.16886381485278568,-1.8409816545803621,0.06998693992826818,-0.22162814568944103,False,1.0,False
Status Quo Bias,Anchoring,20,0.04500000000999999,0.3862437183108341,0.5210340219895752,0.6083628777908621,0.11650674887424052,False,1.0,False
Status Quo Bias,Availability Heuristic,61,0.047814207587204005,0.32371505749296076,1.1536099130013873,0.2532348780399137,0.14770461346407748,False,1.0,False
Status Quo Bias,Bandwagon Effect,67,0.038059701310489226,0.35109024397748057,0.8873276514013092,0.37812466634577213,0.1084043258249184,False,1.0,False
